itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
357870,7,TIGER CD금리투자KIS(합성),50525,3,0,0.0,50519.0,0.238,0,0,2458
295040,1,SOL 200TR,13395,5,-80,-0.59,13401.0,-6.0321,216,2,2451
401170,2,KBSTAR iSelect메타버스,12020,5,-85,-0.7,12013.0,,41985,510,2409
108450,2,KINDEX 삼성그룹섹터가중,16195,5,-110,-0.67,16220.0,-6.4544,265,4,2397
132030,5,KODEX 골드선물(H),12020,5,-30,-0.25,,-2.6656,38997,469,2296
192090,4,TIGER 차이나CSI300,12080,2,5,0.04,,2.3738,9491,114,2295
379810,4,KODEX 미국나스닥100TR,12325,2,55,0.45,,2.7638,429013,5287,2255
168580,4,KINDEX 중국본토CSI300,31910,5,-230,-0.72,,2.1452,227,7,2202
148070,6,KOSEF 국고채10년,119600,5,-145,-0.12,119724.0,-1.566,2816,336,2201
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,11370,2,20,0.18,,4.8983,41825,476,2183
379800,4,KODEX 미국S&P500TR,11975,2,65,0.55,,3.0722,123565,1476,2108
245710,4,KINDEX 베트남VN30(합성),22640,5,-95,-0.42,,5.4499,9026,204,2106
390950,6,HANARO 단기채권액티브,100285,3,0,0.0,100282.0,0.1598,0,0,2050
332930,1,HANARO 200TR,46840,5,-150,-0.32,46818.0,-6.3011,13,0,2014
326240,2,KBSTAR IT플러스,22190,5,-65,-0.29,22194.0,-1.1987,2374,52,2010
161510,2,ARIRANG 고배당주,12375,5,-10,-0.08,12386.0,-2.1336,6346,78,1975
329750,6,TIGER 미국달러단기채권액티브,10110,3,0,0.0,,2.0696,25292,255,1960
272580,6,TIGER 단기채권액티브,50220,3,0,0.0,50221.0,0.1196,267,13,1915
325020,2,KODEX 배당가치,12965,5,-60,-0.46,12997.0,-3.3037,390,5,1802
261220,5,KODEX WTI원유선물(H),10930,2,300,2.82,,2.2115,137909,1502,1779
182480,7,TIGER 미국MSCI리츠(합성 H),15780,2,215,1.38,,-0.0643,4459,70,1775
302450,1,KBSTAR 코스피,29870,5,-85,-0.28,29854.0,-6.9143,7,0,1703
368590,4,KBSTAR 미국나스닥100,13965,2,70,0.5,,2.7356,25557,356,1676
190620,6,KINDEX 단기통안채,100605,2,5,0.0,100599.0,0.1692,93,9,1664
278240,1,KBSTAR 코스닥150선물레버리지,15970,3,0,0.0,15971.0,-6.3069,678,10,1600
385560,6,KBSTAR KIS국고채30년Enhanced,101150,3,0,0.0,100698.0,-5.6639,0,0,1598
270810,1,KBSTAR 코스닥150,14565,3,0,0.0,14678.0,-3.2869,541,7,1567
143860,2,TIGER 헬스케어,36020,5,-460,-1.26,36164.0,-20.842,2303,83,1498
372330,4,KODEX 차이나항셍테크,7695,2,135,1.79,,-13.6,110691,850,1470
232080,1,TIGER 코스닥150,14800,5,-105,-0.7,14952.0,-3.1829,10612,157,1465
091230,2,TIGER 반도체,38305,5,-15,-0.04,38367.0,3.5116,22439,861,1440
228800,2,TIGER 여행레저,4825,2,70,1.47,4825.0,-15.0893,356877,1727,1345
138540,2,TIGER 현대차그룹+펀더멘털,23970,5,-45,-0.19,23977.0,-9.8706,3619,86,1338
219480,4,KODEX 미국S&P500선물(H),22160,2,145,0.66,,0.7782,7977,176,1319
150460,2,TIGER 중국소비테마,7755,2,85,1.11,7761.0,-14.2538,3282,25,1307
367760,2,KBSTAR Fn5G테크,10730,2,15,0.14,10745.0,-2.1908,38507,415,1250
114260,6,KODEX 국고채3년,57585,5,-55,-0.1,57624.0,-0.6807,1192,68,1240
204480,4,TIGER 차이나CSI300레버리지(합성),32730,2,300,0.93,,4.8157,980,31,1211
252710,3,TIGER 200선물인버스2X,2335,2,20,0.86,2339.0,12.1065,2290421,5333,1205
395750,2,ARIRANG ESG가치주액티브,9355,5,-30,-0.32,9350.0,-4.8175,12,0,1202
228810,2,TIGER 미디어컨텐츠,9650,2,5,0.05,9656.0,14.8214,194472,1895,1178
329200,2,TIGER 부동산인프라고배당,5940,5,-10,-0.17,5943.0,2.3743,14139,83,1170
267770,3,TIGER 200선물레버리지,17415,5,-165,-0.94,17427.0,-13.2495,53101,928,1167
261240,7,KODEX 미국달러선물,10445,5,-5,-0.05,10447.0,2.1505,22309,232,1159
273140,6,KODEX 단기변동금리부채권액티브,102840,3,0,0.0,102848.0,0.1314,0,0,1143
309230,2,KINDEX 미국WideMoat가치주,17645,2,105,0.6,,-1.929,2011,35,1129
322400,2,HANARO e커머스,17820,3,0,0.0,17825.0,-12.5185,86,1,1114
130730,6,KOSEF 단기자금,101310,3,0,0.0,101312.0,0.1037,64253,6509,1097
379780,4,KBSTAR 미국S&P500,11885,2,75,0.64,,2.7403,15833,188,1093
329650,7,KODEX TRF3070,11450,2,30,0.26,11411.0,-0.8251,6884,78,1088
298770,4,KODEX 한국대만IT프리미어,20480,5,-50,-0.24,,-0.0974,1722,35,1065
139220,2,TIGER 200 건설,3070,2,10,0.33,3072.0,-7.97,29776,91,1052
325010,2,KODEX Fn성장,17365,5,-105,-0.6,17375.0,-6.777,30,0,1042
328370,1,ARIRANG 코스피TR,14975,5,-10,-0.07,14965.0,-7.0698,104,1,1033
283580,4,KODEX 차이나CSI300,14640,5,-5,-0.03,,2.8441,6246,91,1025
363510,6,SOL KIS단기통안채,100525,3,0,0.0,100536.0,0.1344,0,0,1015
225040,4,TIGER 미국S&P500레버리지(합성 H),35495,2,450,1.28,,-0.0143,11448,406,958
144600,5,KODEX 은선물(H),4580,5,-20,-0.43,,-9.804,27961,128,943
364970,2,TIGER KRX바이오K-뉴딜,8535,5,-255,-2.9,8542.0,-19.4318,251930,2157,939
304940,4,KODEX 미국나스닥100선물(H),20100,2,95,0.47,,0.4771,2366,47,925
117700,2,KODEX 건설,3435,2,15,0.44,3445.0,-10.8214,130331,450,910
157490,2,TIGER 소프트웨어,17190,5,-100,-0.58,17231.0,-7.5896,12048,208,901
122260,6,KOSEF 통안채1년,101340,2,10,0.01,101341.0,0.0246,2,0,872
363580,2,KODEX 200IT TR,13740,2,10,0.07,13642.0,-1.6476,56,0,866
139280,2,TIGER 경기방어,10630,5,-90,-0.84,10632.0,-15.0555,717,7,859
371470,4,TIGER 차이나바이오테크SOLACTIVE,10535,2,5,0.05,,-10.1536,5460,57,834
306520,3,HANARO 200선물인버스,9370,2,10,0.11,9399.0,6.2429,9714,91,834
266160,2,KBSTAR 고배당,12400,2,5,0.04,12379.0,-2.8606,183,2,825
195930,4,TIGER 유로스탁스50(합성 H),14165,2,120,0.85,,-1.6801,162419,2300,822
136340,6,KBSTAR 중기우량회사채,104280,3,0,0.0,104338.0,-0.8604,0,0,813
385510,2,KODEX K-신재생에너지액티브,11835,5,-30,-0.25,11849.0,4.4454,6007,71,799
174360,4,KBSTAR 중국본토대형주CSI100,21490,2,15,0.07,,3.3943,200,4,795
305080,6,TIGER 미국채10년선물,12070,5,-75,-0.62,,1.1661,8853,107,772
245340,4,TIGER 미국다우존스30,21190,2,240,1.15,,0.9152,4748,100,733
387270,4,TIGER 글로벌BBIG액티브,12170,2,30,0.25,,0.9143,6541,79,724
195980,4,ARIRANG 신흥국MSCI(합성 H),11625,5,-55,-0.47,,-8.0315,3806,44,723
387280,2,TIGER 퓨처모빌리티액티브,11630,5,-110,-0.94,11624.0,6.4852,10490,122,707
114820,6,TIGER 국채3년,109570,5,-50,-0.05,109627.0,-0.6931,56,6,690
391600,4,KINDEX 미국친환경그린테마INDXX,10435,2,125,1.21,,2.3325,16852,175,668
376410,2,TIGER 탄소효율그린뉴딜,9565,5,-30,-0.31,9576.0,-5.7374,2422,23,660
385520,2,KODEX K-미래차액티브,10885,5,-40,-0.37,10879.0,3.212,9629,105,659
385720,1,TIMEFOLIO Kstock액티브,10285,2,25,0.24,10261.0,-0.34,11028,113,658
123310,3,TIGER 인버스,4520,2,20,0.44,4526.0,6.3829,49084,221,655
396510,4,TIGER 차이나클린에너지SOLACTIVE,10440,2,10,0.1,,0.2884,11676,121,643
277630,1,TIGER 코스피,30270,5,-95,-0.31,30169.0,-6.5693,4,0,636
282000,3,KBSTAR 국고채3년선물인버스,100810,3,0,0.0,100781.0,0.9513,0,0,631
302190,6,TIGER 중장기국채,51915,5,-85,-0.16,51955.0,-1.1501,3,0,623
245360,4,TIGER 차이나HSCEI,10645,2,230,2.21,,-9.6705,1051,11,607
404540,2,TIGER KRX기후변화솔루션,9760,5,-15,-0.15,9784.0,,6989,68,605
368190,2,HANARO Fn K-뉴딜디지털플러스,11815,5,-120,-1.01,11821.0,-11.198,11570,137,603
233160,1,TIGER 코스닥150 레버리지,16430,2,10,0.06,16573.0,-7.1267,17844,295,600
365000,2,TIGER KRX인터넷K-뉴딜,11300,2,50,0.44,11314.0,-15.8879,26978,305,599
256750,4,KODEX 차이나심천ChiNext(합성),15445,5,-105,-0.68,,7.6869,1474,22,587
139230,2,TIGER 200 중공업,3125,2,15,0.48,3124.0,-11.7731,167105,523,583
395760,2,ARIRANG ESG성장주액티브,9430,2,5,0.05,9423.0,-4.3633,104,0,575
315960,2,KBSTAR 대형고배당10TR,15950,5,-50,-0.31,15972.0,0.3764,6537,104,574
200250,4,KOSEF 인도Nifty50(합성),18170,5,-65,-0.36,,-2.5648,4165,75,572
354350,4,HANARO 글로벌럭셔리S&P(합성),19365,2,80,0.41,,8.221,4829,93,571
388280,2,KBSTAR Fn컨택트대표,9340,2,80,0.86,9348.0,-7.3074,3984,37,568
117680,2,KODEX 철강,8330,5,-25,-0.3,8347.0,-16.6584,52314,438,554
102970,2,KODEX 증권,8020,5,-10,-0.12,8027.0,-4.9142,19599,157,553
130680,5,TIGER 원유선물Enhanced(H),3295,2,85,2.65,,1.9047,39921,131,552
099140,4,KODEX 차이나H,17880,2,180,1.02,,-9.1143,154,2,536
266360,2,KODEX 미디어&엔터테인먼트,24830,5,-130,-0.52,24875.0,-3.1996,1393,34,521
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,11235,2,30,0.27,,-13.0047,8967,100,521
114460,6,KINDEX 국고채3년,105685,5,-45,-0.04,105712.0,-0.7091,1,0,507
337160,2,KODEX 200ESG,14065,5,-5,-0.04,14033.0,-5.6971,437,6,506
400570,4,KODEX 유럽탄소배출권선물ICE(H),13025,2,480,3.83,,,66505,865,505
396500,2,TIGER Fn반도체TOP10,9665,5,-10,-0.1,9681.0,6.3771,113758,1101,503
300640,2,KBSTAR 게임테마,20245,5,-440,-2.13,20308.0,27.4884,17657,365,496
404260,2,KODEX KRX기후변화솔루션,9725,5,-5,-0.05,9748.0,,1313,12,486
356540,6,KINDEX KIS종합채권(AA-이상)액티브,98000,3,0,0.0,97930.0,-1.1499,0,0,485
266370,2,KODEX IT,21010,5,-40,-0.19,20994.0,2.3583,475,9,483
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,95690,3,0,0.0,95557.0,-2.0975,0,0,482
304780,1,HANARO 200선물레버리지,25300,5,-200,-0.78,25284.0,-13.2358,69,1,481
390390,4,KODEX 미국반도체MV,12090,3,0,0.0,,12.7798,10439,126,472
256440,4,KINDEX 인도네시아MSCI(합성),9165,5,-5,-0.05,,10.1501,1303,11,467
375770,2,KODEX 탄소효율그린뉴딜,9570,5,-15,-0.16,9589.0,-5.7986,1049,10,459
341850,7,TIGER KIS부동산인프라채권TR,5710,5,-15,-0.26,5703.0,1.5791,1499,8,457
228790,2,TIGER 화장품,2865,2,25,0.88,2862.0,-19.5468,119184,341,456
292190,1,KODEX KRX300,18210,5,-110,-0.6,18270.0,-5.8582,505,9,455
219390,4,KBSTAR 미국S&P원유생산기업(합성 H),4435,2,35,0.8,,17.9624,31327,138,444
394350,4,KOSEF 릭소글로벌퓨처모빌리티MSCI,12030,2,30,0.25,,8.45,4675,56,433
243880,2,TIGER 200IT레버리지,57855,5,-665,-1.14,57903.0,-5.4376,1169,68,419
269540,4,ARIRANG 미국S&P500(H),19000,2,135,0.72,,1.1799,3017,57,418
336160,6,KBSTAR 금융채액티브,102340,3,0,0.0,102362.0,-0.6842,0,0,409
203780,4,TIGER 미국나스닥바이오,19685,5,-320,-1.6,,-13.7344,2964,58,406
123320,3,TIGER 레버리지,21970,5,-215,-0.97,21996.0,-13.1193,11822,261,395
204450,4,KODEX 차이나H레버리지(H),4165,2,75,1.83,,-21.7225,33762,140,387
139270,2,TIGER 200 금융,6945,3,0,0.0,6956.0,-0.9414,9360,64,376
381560,2,HANARO Fn전기&수소차,9550,5,-5,-0.05,9561.0,-10.5756,11365,108,372
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),10280,2,55,0.54,,-1.7394,1896,19,370
304770,1,HANARO 코스닥150,14570,5,-15,-0.1,14742.0,-4.0461,114,1,370
276650,4,KBSTAR 글로벌4차산업IT(합성 H),24400,2,260,1.08,,-1.8301,3614,88,366
326230,2,KBSTAR 내수주플러스,9715,3,0,0.0,9700.0,-12.3591,0,0,363
279530,2,KODEX 고배당,10060,2,20,0.2,10069.0,0.0,2100,21,352
225800,3,KOSEF 미국달러선물레버리지,9535,5,-10,-0.1,9550.0,3.8064,13601,129,346
138230,7,KOSEF 미국달러선물,12405,2,5,0.04,12413.0,1.8898,1063,13,345
361580,1,KBSTAR 200TR,20195,5,-55,-0.27,20193.0,-6.3151,125,2,343
385600,2,네비게이터 친환경자동차밸류체인액티브,11060,5,-45,-0.41,11083.0,4.7641,3542,39,343
310960,1,TIGER 200TR,21040,3,0,0.0,20961.0,-6.3433,0,0,337
396520,4,TIGER 차이나반도체FACTSET,9860,2,20,0.2,,4.4585,1621,15,335
114470,6,KOSEF 국고채3년,111330,3,0,0.0,111312.0,-0.6471,0,0,334
252420,3,KBSTAR 200선물인버스2X,2245,2,15,0.67,2246.0,11.7794,118231,264,332
359210,1,KODEX 코스피TR,13770,5,-35,-0.25,13760.0,-7.0058,32,0,330
385590,2,네비게이터 ESG액티브,9325,5,-5,-0.05,9315.0,-5.5669,401,3,326
287180,4,ARIRANG 미국나스닥테크,25575,2,135,0.53,,1.8007,961,24,320
332620,6,ARIRANG 미국장기우량회사채,104725,3,0,0.0,,1.7785,73,7,319
211900,2,KODEX 배당성장,15200,2,5,0.03,15203.0,-7.2345,614,9,319
244580,2,KODEX 바이오,12450,2,5,0.04,12529.0,-23.4154,10641,132,319
337140,2,KODEX 코스피대형주,13850,5,-50,-0.36,13853.0,-6.3343,2,0,319
227540,2,TIGER 200 헬스케어,21805,5,-405,-1.82,21821.0,-19.6891,6274,136,318
169950,4,KODEX 차이나A50,22735,5,-5,-0.02,,5.1074,5,0,318
385710,2,TIMEFOLIO BBIG액티브,11110,5,-160,-1.42,11142.0,-1.1404,2462,27,311
272570,6,KBSTAR 중장기국공채액티브,102655,5,-105,-0.1,102725.0,-0.8539,8,0,303
289260,2,TIGER MSCI KOREA ESG리더스,11055,5,-45,-0.41,11053.0,-6.2896,86,0,298
137610,5,TIGER 농산물선물Enhanced(H),6695,2,60,0.9,,3.3489,1065,7,295
217780,4,TIGER 차이나CSI300인버스(합성),7280,5,-10,-0.14,,-3.4438,762,5,291
395160,2,KODEX Fn시스템반도체,9985,5,-45,-0.45,10004.0,3.3487,69541,696,290
280930,4,KODEX 미국러셀2000(H),14355,2,115,0.81,,-4.3333,348,4,287
284430,6,KODEX 200미국채혼합,13195,5,-45,-0.34,13163.0,-1.7805,412,5,285
364990,2,TIGER KRX게임K-뉴딜,12325,5,-125,-1.0,12353.0,4.7098,25686,319,283
266420,2,KODEX 헬스케어,15740,5,-205,-1.29,15831.0,-20.7899,1030,16,283
319640,4,TIGER 골드선물(H),12850,5,-35,-0.27,,-2.4234,4116,53,283
239660,6,ARIRANG 우량회사채50 1년,108580,2,5,0.0,108583.0,-0.0553,296,32,282
181480,7,KINDEX 미국다우존스리츠(합성 H),99255,2,455,0.46,,-1.843,106,10,278
213630,4,ARIRANG 미국다우존스고배당주(합성 H),15565,2,30,0.19,,-0.8299,293,4,269
395280,2,HANARO Fn K-게임,9890,5,-140,-1.4,9900.0,14.2369,3956,40,267
354500,1,KINDEX 코스닥150,14805,2,35,0.24,14737.0,-3.0522,12,0,266
236350,4,TIGER 인도니프티50레버리지(합성),23890,3,0,0.0,,-5.5358,1626,38,263
400590,4,SOL 글로벌탄소배출권선물IHS(합성),11915,2,385,3.34,,,14459,172,262
152870,1,파워 200,40160,5,-95,-0.24,40104.0,-6.5728,5,0,261
261250,7,KODEX 미국달러선물레버리지,10030,5,-5,-0.05,10028.0,3.9896,14792,148,261
252410,3,KBSTAR 200선물인버스,5255,2,10,0.19,5274.0,5.9595,135,0,257
277540,4,KINDEX S&P아시아TOP50,14175,5,-50,-0.35,,-6.7825,191,2,255
253250,3,KOSEF 200선물레버리지,20825,5,-135,-0.64,20800.0,-13.4421,593,12,254
230480,3,KOSEF 미국달러선물인버스2X,7805,2,15,0.19,7801.0,-4.5344,72,0,248
395290,2,HANARO Fn K-POP&미디어,10425,2,40,0.39,10421.0,10.6553,5288,55,245
160580,5,TIGER 구리실물,10420,2,115,1.12,,4.2488,1137,11,245
292160,1,TIGER KRX300,18340,2,105,0.58,18221.0,-5.8742,1,0,238
365040,1,TIGER AI코리아그로스액티브,13215,2,5,0.04,13215.0,-6.4448,423,5,238
218420,4,KODEX 미국S&P에너지(합성),7740,2,20,0.26,,18.0428,53935,421,236
114100,6,KBSTAR 국고채3년,111875,3,0,0.0,111870.0,-0.6704,0,0,235
248270,4,TIGER S&P글로벌헬스케어(합성),18010,2,25,0.14,,-3.7721,177,3,234
300610,2,TIGER K게임,17300,5,-320,-1.82,17321.0,29.4636,14469,254,234
399110,4,SOL 미국S&P500ESG,10595,2,55,0.52,,,504,5,233
304660,6,KODEX 미국채울트라30년선물(H),12910,5,-150,-1.15,,3.8568,6136,79,232
252400,3,KBSTAR 200선물레버리지,21070,5,-180,-0.85,21058.0,-13.2831,7577,160,232
168300,1,KTOP 코스피50,27805,5,-285,-1.01,27911.0,-5.0051,66,1,229
250780,3,TIGER 코스닥150선물인버스,4325,2,5,0.12,4324.0,1.2895,59846,257,229
332610,6,ARIRANG 미국단기우량회사채,99090,5,-300,-0.3,,1.2221,97,9,228
329660,7,KODEX TRF5050,12480,3,0,0.0,12474.0,-0.3195,41,0,225
322410,2,HANARO 고배당,11180,2,5,0.04,11158.0,-3.0285,105,1,224
388420,2,KBSTAR 비메모리반도체액티브,10760,5,-30,-0.28,10770.0,6.726,25491,274,222
210780,2,TIGER 코스피고배당,15285,3,0,0.0,15272.0,-0.6823,1393,21,220
266410,2,KODEX 필수소비재,8405,2,20,0.24,8410.0,-12.9736,1873,15,219
329670,7,KODEX TRF7030,13560,2,45,0.33,13529.0,-0.1478,192,2,217
138520,2,TIGER 삼성그룹펀더멘털,11580,2,15,0.13,11579.0,-7.0338,62,0,215
407830,4,에셋플러스 글로벌플랫폼액티브,8970,5,-20,-0.22,,,35552,319,215
237370,7,KODEX 배당성장채권혼합,11930,5,-5,-0.04,11923.0,-2.5715,796,9,215
300950,2,KODEX 게임산업,16440,5,-270,-1.62,16486.0,25.4504,36451,607,214
225130,4,KINDEX 골드선물 레버리지(합성 H),16425,5,-75,-0.45,,-5.822,418,6,214
377990,2,TIGER Fn신재생에너지,9480,2,30,0.32,9481.0,-12.4595,6489,61,213
285690,2,FOCUS ESG리더스,10880,3,0,0.0,10887.0,-8.0305,1,0,212
404120,2,TIMEFOLIO 탄소중립액티브,9615,2,55,0.58,9599.0,,65,0,212
397410,6,KBSTAR 국채선물5년추종인버스,50800,3,0,0.0,50794.0,1.2557,0,0,210
276990,4,KODEX 글로벌4차산업로보틱스(합성),18860,5,-70,-0.37,,-0.7342,1391,26,203
152380,6,KODEX 국채선물10년,68980,5,-85,-0.12,68966.0,-1.7498,51,3,203
368680,2,KODEX Fn K-뉴딜디지털플러스,11835,5,-120,-1.0,11851.0,-10.8834,589,6,201
278620,6,ARIRANG 단기채권액티브,105980,3,0,0.0,105992.0,-0.0943,0,0,200
153270,1,KOSEF 코스피100,29695,5,-55,-0.18,29611.0,-6.1811,34,1,196
352560,7,KODEX 다우존스미국리츠(H),15000,2,90,0.6,,-1.3889,1342,20,195
117460,2,KODEX 에너지화학,18535,5,-40,-0.22,18536.0,-6.2106,2819,52,195
138910,5,KODEX 구리선물(H),7945,2,90,1.15,,-0.9458,2400,19,191
143460,2,KINDEX 밸류대형,9510,5,-35,-0.37,9506.0,-4.1186,11,0,190
407820,2,에셋플러스 코리아플랫폼액티브,9940,5,-40,-0.4,9962.0,,4549,45,189
337150,2,KODEX 200exTOP,13410,5,-25,-0.19,13342.0,-8.1368,3,0,188
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),20680,5,-750,-3.5,,10.2933,5683,117,186
238720,4,KINDEX 일본Nikkei225(H),18510,2,150,0.82,,-5.0673,122,2,185
292730,1,FOCUS KRX300,18370,3,0,0.0,18331.0,-5.7949,0,0,184
306950,3,KODEX KRX300레버리지,18370,5,-35,-0.19,18387.0,-11.8957,422,7,184
140710,2,KODEX 운송,5705,2,35,0.62,5705.0,-17.8261,18643,106,183
289040,2,KODEX MSCI KOREA ESG유니버설,11815,3,0,0.0,11801.0,-5.8941,0,0,177
227570,2,TIGER 우량가치,11765,2,5,0.04,11764.0,-8.9784,364,4,176
140700,2,KODEX 보험,6455,2,5,0.08,6455.0,-5.4253,13536,87,174
211560,2,TIGER 배당성장,18840,5,-45,-0.24,18832.0,-6.8787,149,2,170
237350,1,KODEX 코스피100,30155,5,-105,-0.35,30155.0,-6.0541,153,4,166
360140,2,KODEX 200롱코스닥150숏선물,10315,5,-85,-0.82,10348.0,-4.9361,57,0,165
292500,1,SOL KRX300,18225,3,0,0.0,18280.0,-6.1777,0,0,164
276000,4,TIGER 글로벌자원생산기업(합성 H),13545,2,160,1.2,,1.2481,71,0,163
304760,1,HANARO KRX300,17975,5,-95,-0.53,17993.0,-5.7529,7,0,162
138530,2,TIGER LG그룹+펀더멘털,10435,2,10,0.1,10449.0,-6.8781,205,2,161
139250,2,TIGER 200 에너지화학,19015,5,-30,-0.16,19017.0,-7.2334,4636,88,160
